Ruuvi 0233
Дата,ISO8601,Цельсий,Фаренгейт,Кельвин,Относительная Влажность (%),Абсолютная Влажность (г/м³),Точка Росы (°C),Точка Росы (°F),Точка Росы (K),Давление (гПа),Ускорение по X,Ускорение по Y,Ускорение по Z,Напряжение Батареи,Счетчик Движения,Порядковый Номер Измерения,Мощность Передачи
2020-10-09 12:03:02,2020-10-09T09:03:02.000Z,28.05,82.49,301.20,43.80,11.95,14.60,58.28,287.75,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:03,2020-10-09T09:03:03.000Z,28.05,82.49,301.20,43.77,11.95,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:04,2020-10-09T09:03:04.000Z,28.05,82.49,301.20,43.70,11.93,14.56,58.22,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:05,2020-10-09T09:03:05.000Z,28.06,82.51,301.21,43.79,11.96,14.60,58.29,287.75,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:06,2020-10-09T09:03:06.000Z,28.06,82.51,301.21,43.80,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:07,2020-10-09T09:03:07.000Z,28.06,82.51,301.21,43.71,11.94,14.58,58.24,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:09,2020-10-09T09:03:09.000Z,28.06,82.51,301.21,43.67,11.93,14.56,58.21,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:10,2020-10-09T09:03:10.000Z,28.06,82.51,301.21,43.64,11.92,14.55,58.19,287.70,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:11,2020-10-09T09:03:11.000Z,28.06,82.51,301.21,43.66,11.92,14.56,58.21,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:12,2020-10-09T09:03:12.000Z,28.06,82.51,301.21,43.67,11.93,14.56,58.21,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:13,2020-10-09T09:03:13.000Z,28.07,82.53,301.22,43.65,11.93,14.56,58.22,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:14,2020-10-09T09:03:14.000Z,28.07,82.53,301.22,43.65,11.93,14.56,58.22,287.71,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:15,2020-10-09T09:03:15.000Z,28.07,82.53,301.22,43.67,11.93,14.57,58.23,287.72,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:16,2020-10-09T09:03:16.000Z,28.07,82.53,301.22,43.69,11.94,14.58,58.24,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:17,2020-10-09T09:03:17.000Z,28.07,82.53,301.22,43.71,11.94,14.59,58.25,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:19,2020-10-09T09:03:19.000Z,28.07,82.53,301.22,43.71,11.94,14.59,58.25,287.74,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:20,2020-10-09T09:03:20.000Z,28.07,82.53,301.22,43.68,11.93,14.58,58.24,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:21,2020-10-09T09:03:21.000Z,28.07,82.53,301.22,43.64,11.92,14.56,58.21,287.71,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:22,2020-10-09T09:03:22.000Z,28.08,82.54,301.23,43.58,11.91,14.55,58.19,287.70,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:23,2020-10-09T09:03:23.000Z,28.08,82.54,301.23,43.52,11.90,14.53,58.15,287.68,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:24,2020-10-09T09:03:24.000Z,28.08,82.54,301.23,43.51,11.90,14.52,58.14,287.67,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:25,2020-10-09T09:03:25.000Z,28.08,82.54,301.23,43.51,11.90,14.52,58.14,287.67,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:26,2020-10-09T09:03:26.000Z,28.08,82.54,301.23,43.53,11.90,14.53,58.16,287.68,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:27,2020-10-09T09:03:27.000Z,28.08,82.54,301.23,43.59,11.92,14.55,58.19,287.70,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:28,2020-10-09T09:03:28.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:30,2020-10-09T09:03:30.000Z,28.08,82.54,301.23,43.77,11.97,14.62,58.31,287.77,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:31,2020-10-09T09:03:31.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:32,2020-10-09T09:03:32.000Z,28.08,82.54,301.23,43.70,11.95,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:33,2020-10-09T09:03:33.000Z,28.08,82.54,301.23,43.74,11.96,14.61,58.29,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:34,2020-10-09T09:03:34.000Z,28.08,82.54,301.23,43.74,11.96,14.61,58.29,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:35,2020-10-09T09:03:35.000Z,28.08,82.54,301.23,43.75,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:36,2020-10-09T09:03:36.000Z,28.08,82.54,301.23,43.78,11.97,14.62,58.32,287.77,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:37,2020-10-09T09:03:37.000Z,28.09,82.56,301.24,43.78,11.98,14.63,58.33,287.78,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:38,2020-10-09T09:03:38.000Z,28.09,82.56,301.24,43.80,11.98,14.64,58.34,287.79,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:40,2020-10-09T09:03:40.000Z,28.09,82.56,301.24,43.76,11.97,14.62,58.32,287.77,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:41,2020-10-09T09:03:41.000Z,28.09,82.56,301.24,43.71,11.96,14.60,58.29,287.75,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:42,2020-10-09T09:03:42.000Z,28.09,82.56,301.24,43.61,11.93,14.57,58.22,287.72,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:43,2020-10-09T09:03:43.000Z,28.09,82.56,301.24,43.57,11.92,14.55,58.20,287.70,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:44,2020-10-09T09:03:44.000Z,28.09,82.56,301.24,43.54,11.91,14.54,58.18,287.69,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:45,2020-10-09T09:03:45.000Z,28.09,82.56,301.24,43.49,11.90,14.53,58.15,287.68,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:46,2020-10-09T09:03:46.000Z,28.09,82.56,301.24,43.48,11.89,14.52,58.14,287.67,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:47,2020-10-09T09:03:47.000Z,28.09,82.56,301.24,43.44,11.88,14.51,58.11,287.66,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:48,2020-10-09T09:03:48.000Z,28.09,82.56,301.24,43.44,11.88,14.51,58.11,287.66,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:49,2020-10-09T09:03:49.000Z,28.09,82.56,301.24,43.45,11.89,14.51,58.12,287.66,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:51,2020-10-09T09:03:51.000Z,28.09,82.56,301.24,43.47,11.89,14.52,58.13,287.67,989.79,-,-,-,-,-,-,-
2020-10-09 12:03:52,2020-10-09T09:03:52.000Z,28.09,82.56,301.24,43.48,11.89,14.52,58.14,287.67,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:53,2020-10-09T09:03:53.000Z,28.09,82.56,301.24,43.48,11.89,14.52,58.14,287.67,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:54,2020-10-09T09:03:54.000Z,28.09,82.56,301.24,43.54,11.91,14.54,58.18,287.69,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:55,2020-10-09T09:03:55.000Z,28.09,82.56,301.24,43.51,11.90,14.53,58.16,287.68,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:56,2020-10-09T09:03:56.000Z,28.09,82.56,301.24,43.50,11.90,14.53,58.15,287.68,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:57,2020-10-09T09:03:57.000Z,28.08,82.54,301.23,43.48,11.89,14.51,58.12,287.66,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:58,2020-10-09T09:03:58.000Z,28.08,82.54,301.23,43.49,11.89,14.52,58.13,287.67,989.80,-,-,-,-,-,-,-
2020-10-09 12:03:59,2020-10-09T09:03:59.000Z,28.08,82.54,301.23,43.54,11.90,14.53,58.16,287.68,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:01,2020-10-09T09:04:01.000Z,28.08,82.54,301.23,43.58,11.91,14.55,58.19,287.70,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:02,2020-10-09T09:04:02.000Z,28.08,82.54,301.23,43.64,11.93,14.57,58.23,287.72,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:03,2020-10-09T09:04:03.000Z,28.08,82.54,301.23,43.65,11.93,14.57,58.23,287.72,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:04,2020-10-09T09:04:04.000Z,28.08,82.54,301.23,43.67,11.94,14.58,58.24,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:05,2020-10-09T09:04:05.000Z,28.08,82.54,301.23,43.67,11.94,14.58,58.24,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:06,2020-10-09T09:04:06.000Z,28.08,82.54,301.23,43.68,11.94,14.58,58.25,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:07,2020-10-09T09:04:07.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:08,2020-10-09T09:04:08.000Z,28.08,82.54,301.23,43.71,11.95,14.59,58.27,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:09,2020-10-09T09:04:09.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:10,2020-10-09T09:04:10.000Z,28.08,82.54,301.23,43.68,11.94,14.58,58.25,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:12,2020-10-09T09:04:12.000Z,28.08,82.54,301.23,43.68,11.94,14.58,58.25,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:13,2020-10-09T09:04:13.000Z,28.08,82.54,301.23,43.67,11.94,14.58,58.24,287.73,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:14,2020-10-09T09:04:14.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:15,2020-10-09T09:04:15.000Z,28.08,82.54,301.23,43.72,11.95,14.60,58.28,287.75,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:16,2020-10-09T09:04:16.000Z,28.08,82.54,301.23,43.76,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:17,2020-10-09T09:04:17.000Z,28.08,82.54,301.23,43.76,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:18,2020-10-09T09:04:18.000Z,28.08,82.54,301.23,43.75,11.96,14.61,58.30,287.76,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:19,2020-10-09T09:04:19.000Z,28.08,82.54,301.23,43.76,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:20,2020-10-09T09:04:20.000Z,28.08,82.54,301.23,43.76,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:22,2020-10-09T09:04:22.000Z,28.08,82.54,301.23,43.77,11.97,14.62,58.31,287.77,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:23,2020-10-09T09:04:23.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:24,2020-10-09T09:04:24.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:25,2020-10-09T09:04:25.000Z,28.08,82.54,301.23,43.73,11.96,14.60,58.28,287.75,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:26,2020-10-09T09:04:26.000Z,28.08,82.54,301.23,43.68,11.94,14.58,58.25,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:27,2020-10-09T09:04:27.000Z,28.09,82.56,301.24,43.69,11.95,14.60,58.27,287.75,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:28,2020-10-09T09:04:28.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:29,2020-10-09T09:04:29.000Z,28.09,82.56,301.24,43.67,11.95,14.59,58.26,287.74,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:30,2020-10-09T09:04:30.000Z,28.09,82.56,301.24,43.71,11.96,14.60,58.29,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:31,2020-10-09T09:04:31.000Z,28.08,82.54,301.23,43.72,11.95,14.60,58.28,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:33,2020-10-09T09:04:33.000Z,28.09,82.56,301.24,43.67,11.95,14.59,58.26,287.74,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:34,2020-10-09T09:04:34.000Z,28.09,82.56,301.24,43.67,11.95,14.59,58.26,287.74,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:35,2020-10-09T09:04:35.000Z,28.09,82.56,301.24,43.64,11.94,14.58,58.24,287.73,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:36,2020-10-09T09:04:36.000Z,28.09,82.56,301.24,43.58,11.92,14.56,58.20,287.71,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:37,2020-10-09T09:04:37.000Z,28.09,82.56,301.24,43.61,11.93,14.57,58.22,287.72,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:38,2020-10-09T09:04:38.000Z,28.08,82.54,301.23,43.65,11.93,14.57,58.23,287.72,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:39,2020-10-09T09:04:39.000Z,28.09,82.56,301.24,43.67,11.95,14.59,58.26,287.74,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:40,2020-10-09T09:04:40.000Z,28.08,82.54,301.23,43.72,11.95,14.60,58.28,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:41,2020-10-09T09:04:41.000Z,28.08,82.54,301.23,43.84,11.99,14.64,58.35,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:43,2020-10-09T09:04:43.000Z,28.08,82.54,301.23,43.90,12.00,14.66,58.39,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:44,2020-10-09T09:04:44.000Z,28.08,82.54,301.23,43.92,12.01,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:45,2020-10-09T09:04:45.000Z,28.08,82.54,301.23,43.93,12.01,14.67,58.41,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:46,2020-10-09T09:04:46.000Z,28.08,82.54,301.23,43.92,12.01,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:47,2020-10-09T09:04:47.000Z,28.08,82.54,301.23,43.77,11.97,14.62,58.31,287.77,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:48,2020-10-09T09:04:48.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:49,2020-10-09T09:04:49.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:50,2020-10-09T09:04:50.000Z,28.08,82.54,301.23,43.81,11.98,14.63,58.33,287.78,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:51,2020-10-09T09:04:51.000Z,28.08,82.54,301.23,43.82,11.98,14.63,58.34,287.78,989.78,-,-,-,-,-,-,-
2020-10-09 12:04:52,2020-10-09T09:04:52.000Z,28.08,82.54,301.23,43.83,11.98,14.64,58.35,287.79,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:54,2020-10-09T09:04:54.000Z,28.08,82.54,301.23,43.79,11.97,14.62,58.32,287.77,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:55,2020-10-09T09:04:55.000Z,28.08,82.54,301.23,43.80,11.97,14.63,58.33,287.78,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:56,2020-10-09T09:04:56.000Z,28.08,82.54,301.23,43.76,11.96,14.61,58.30,287.76,989.79,-,-,-,-,-,-,-
2020-10-09 12:04:57,2020-10-09T09:04:57.000Z,28.08,82.54,301.23,43.75,11.96,14.61,58.30,287.76,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:58,2020-10-09T09:04:58.000Z,28.08,82.54,301.23,43.72,11.95,14.60,58.28,287.75,989.80,-,-,-,-,-,-,-
2020-10-09 12:04:59,2020-10-09T09:04:59.000Z,28.08,82.54,301.23,43.70,11.95,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:05:00,2020-10-09T09:05:00.000Z,28.08,82.54,301.23,43.69,11.94,14.59,58.26,287.74,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:01,2020-10-09T09:05:01.000Z,28.08,82.54,301.23,43.70,11.95,14.59,58.26,287.74,989.80,-,-,-,-,-,-,-
2020-10-09 12:05:02,2020-10-09T09:05:02.000Z,28.08,82.54,301.23,43.68,11.94,14.58,58.25,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:04,2020-10-09T09:05:04.000Z,28.08,82.54,301.23,43.67,11.94,14.58,58.24,287.73,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:05,2020-10-09T09:05:05.000Z,28.08,82.54,301.23,43.71,11.95,14.59,58.27,287.74,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:06,2020-10-09T09:05:06.000Z,28.08,82.54,301.23,43.77,11.97,14.62,58.31,287.77,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:07,2020-10-09T09:05:07.000Z,28.08,82.54,301.23,43.88,12.00,14.65,58.38,287.80,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:08,2020-10-09T09:05:08.000Z,28.08,82.54,301.23,43.94,12.01,14.68,58.42,287.83,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:09,2020-10-09T09:05:09.000Z,28.08,82.54,301.23,44.00,12.03,14.70,58.45,287.85,989.79,-,-,-,-,-,-,-
2020-10-09 12:05:10,2020-10-09T09:05:10.000Z,28.07,82.53,301.22,43.95,12.01,14.67,58.41,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:11,2020-10-09T09:05:11.000Z,28.07,82.53,301.22,43.94,12.01,14.67,58.40,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:12,2020-10-09T09:05:12.000Z,28.07,82.53,301.22,43.96,12.01,14.67,58.41,287.82,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:13,2020-10-09T09:05:13.000Z,28.07,82.53,301.22,43.91,12.00,14.66,58.38,287.81,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:15,2020-10-09T09:05:15.000Z,28.07,82.53,301.22,43.85,11.98,14.64,58.34,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:16,2020-10-09T09:05:16.000Z,28.07,82.53,301.22,43.79,11.97,14.61,58.31,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:17,2020-10-09T09:05:17.000Z,28.07,82.53,301.22,43.82,11.97,14.62,58.32,287.77,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:18,2020-10-09T09:05:18.000Z,28.07,82.53,301.22,43.86,11.98,14.64,58.35,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:19,2020-10-09T09:05:19.000Z,28.07,82.53,301.22,43.81,11.97,14.62,58.32,287.77,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:20,2020-10-09T09:05:20.000Z,28.07,82.53,301.22,43.80,11.97,14.62,58.31,287.77,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:21,2020-10-09T09:05:21.000Z,28.07,82.53,301.22,43.76,11.96,14.60,58.29,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:22,2020-10-09T09:05:22.000Z,28.07,82.53,301.22,43.77,11.96,14.61,58.29,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:23,2020-10-09T09:05:23.000Z,28.07,82.53,301.22,43.75,11.95,14.60,58.28,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:25,2020-10-09T09:05:25.000Z,28.07,82.53,301.22,43.74,11.95,14.60,58.27,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:26,2020-10-09T09:05:26.000Z,28.07,82.53,301.22,43.76,11.96,14.60,58.29,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:27,2020-10-09T09:05:27.000Z,28.07,82.53,301.22,43.79,11.97,14.61,58.31,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:28,2020-10-09T09:05:28.000Z,28.07,82.53,301.22,43.77,11.96,14.61,58.29,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:29,2020-10-09T09:05:29.000Z,28.07,82.53,301.22,43.77,11.96,14.61,58.29,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:30,2020-10-09T09:05:30.000Z,28.07,82.53,301.22,43.74,11.95,14.60,58.27,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:31,2020-10-09T09:05:31.000Z,28.07,82.53,301.22,43.72,11.95,14.59,58.26,287.74,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:32,2020-10-09T09:05:32.000Z,28.07,82.53,301.22,43.76,11.96,14.60,58.29,287.75,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:33,2020-10-09T09:05:33.000Z,28.07,82.53,301.22,43.78,11.96,14.61,58.30,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:34,2020-10-09T09:05:34.000Z,28.07,82.53,301.22,43.78,11.96,14.61,58.30,287.76,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:36,2020-10-09T09:05:36.000Z,28.07,82.53,301.22,43.77,11.96,14.61,58.29,287.76,989.77,-,-,-,-,-,-,-
2020-10-09 12:05:37,2020-10-09T09:05:37.000Z,28.07,82.53,301.22,43.81,11.97,14.62,58.32,287.77,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:38,2020-10-09T09:05:38.000Z,28.07,82.53,301.22,43.85,11.98,14.64,58.34,287.79,989.78,-,-,-,-,-,-,-
2020-10-09 12:05:39,2020-10-09T09:05:39.000Z,28.07,82.53,301.22,43.92,12.00,14.66,58.39,287.81,989.77,-,-,-,-,-,-,-
2020-10-09 12:05:40,2020-10-09T09:05:40.000Z,28.07,82.53,301.22,43.94,12.01,14.67,58.40,287.82,989.77,-,-,-,-,-,-,-
2020-10-09 12:05:41,2020-10-09T09:05:41.000Z,28.07,82.53,301.22,43.98,12.02,14.68,58.43,287.83,989.77,-,-,-,-,-,-,-
2020-10-09 12:05:42,2020-10-09T09:05:42.000Z,28.07,82.53,301.22,44.05,12.04,14.71,58.47,287.86,989.76,-,-,-,-,-,-,-
2020-10-09 12:05:43,2020-10-09T09:05:43.000Z,28.06,82.51,301.21,44.05,12.03,14.70,58.45,287.85,989.76,-,-,-,-,-,-,-
2020-10-09 12:05:44,2020-10-09T09:05:44.000Z,28.06,82.51,301.21,44.06,12.03,14.70,58.46,287.85,989.76,-,-,-,-,-,-,-
2020-10-09 12:05:46,2020-10-09T09:05:46.000Z,28.06,82.51,301.21,44.09,12.04,14.71,58.48,287.86,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:47,2020-10-09T09:05:47.000Z,28.06,82.51,301.21,44.02,12.02,14.69,58.44,287.84,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:48,2020-10-09T09:05:48.000Z,28.07,82.53,301.22,44.02,12.03,14.70,58.45,287.85,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:49,2020-10-09T09:05:49.000Z,28.07,82.53,301.22,44.01,12.03,14.69,58.45,287.84,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:50,2020-10-09T09:05:50.000Z,28.07,82.53,301.22,44.03,12.03,14.70,58.46,287.85,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:51,2020-10-09T09:05:51.000Z,28.07,82.53,301.22,44.05,12.04,14.71,58.47,287.86,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:52,2020-10-09T09:05:52.000Z,28.07,82.53,301.22,44.02,12.03,14.70,58.45,287.85,989.76,-,-,-,-,-,-,-
2020-10-09 12:05:53,2020-10-09T09:05:53.000Z,28.07,82.53,301.22,43.96,12.01,14.67,58.41,287.82,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:54,2020-10-09T09:05:54.000Z,28.07,82.53,301.22,44.01,12.03,14.69,58.45,287.84,989.76,-,-,-,-,-,-,-
2020-10-09 12:05:55,2020-10-09T09:05:55.000Z,28.07,82.53,301.22,44.02,12.03,14.70,58.45,287.85,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:57,2020-10-09T09:05:57.000Z,28.08,82.54,301.23,43.97,12.02,14.69,58.44,287.84,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:58,2020-10-09T09:05:58.000Z,28.08,82.54,301.23,43.94,12.01,14.68,58.42,287.83,989.75,-,-,-,-,-,-,-
2020-10-09 12:05:59,2020-10-09T09:05:59.000Z,28.08,82.54,301.23,43.94,12.01,14.68,58.42,287.83,989.75,-,-,-,-,-,-,-
2020-10-09 12:06:00,2020-10-09T09:06:00.000Z,28.08,82.54,301.23,43.97,12.02,14.69,58.44,287.84,989.76,-,-,-,-,-,-,-
2020-10-09 12:06:01,2020-10-09T09:06:01.000Z,28.08,82.54,301.23,43.99,12.03,14.69,58.45,287.84,989.76,-,-,-,-,-,-,-
2020-10-09 12:06:02,2020-10-09T09:06:02.000Z,28.08,82.54,301.23,43.95,12.02,14.68,58.42,287.83,989.76,-,-,-,-,-,-,-
2020-10-09 12:06:03,2020-10-09T09:06:03.000Z,28.08,82.54,301.23,43.94,12.01,14.68,58.42,287.83,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:04,2020-10-09T09:06:04.000Z,28.08,82.54,301.23,44.00,12.03,14.70,58.45,287.85,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:05,2020-10-09T09:06:05.000Z,28.08,82.54,301.23,44.04,12.04,14.71,58.48,287.86,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:07,2020-10-09T09:06:07.000Z,28.08,82.54,301.23,44.07,12.05,14.72,58.50,287.87,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:08,2020-10-09T09:06:08.000Z,28.09,82.56,301.24,44.07,12.05,14.73,58.52,287.88,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:09,2020-10-09T09:06:09.000Z,28.09,82.56,301.24,44.07,12.05,14.73,58.52,287.88,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:10,2020-10-09T09:06:10.000Z,28.09,82.56,301.24,44.03,12.04,14.72,58.49,287.87,989.77,-,-,-,-,-,-,-
2020-10-09 12:06:11,2020-10-09T09:06:11.000Z,28.09,82.56,301.24,44.02,12.04,14.71,58.48,287.86,989.77,-,-,-,-,-,-,-
